"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR"
7566,"Przezdzinska","Joachim ",29,33
7567,"Wonskowski","Druzjan ",24,16
7568,"Holysty","Dlugomil ",23,31
7569,"Woloszynek","Erwin",25,32
7570,"Mierzalek","Macius",28,33
7571,"Jurolac","Bartlomieja",26,25
7572,"Blacha","Ben",22,27
7573,"Lisson","Olaf",22,17
7574,"Schrejner","Antek",25,9
7575,"Seyk","Ludomir ",26,34
7576,"Dyminicka","Asia",20,20
7577,"Szefernak","Dobroslawa ",25,26
7578,"Czorczakowska","Lucjola ",24,30
7579,"Saluza","Lew ",28,32
7580,"Waschto","German ",20,32
7581,"Somertag","Dziebor ",25,29
7582,"Siayor","Bohdana",27,3
7583,"Klaminski","Mscislaw ",24,20
7584,"Jowik","Izyda ",22,32
7585,"Sygdziek","Malkolm ",22,25
7586,"Erhard","Marcelin ",20,24
7587,"Darmoruz","Ida ",22,27
7588,"Fryzlo","Grodzislaw ",20,15
7589,"Starosiak","Izydora",22,29
7590,"Gierszan","Henryka ",26,13
7591,"Mandywel","Dlugomil ",23,25
7592,"Suchorob","Niemst ",28,30
7593,"Dujankiewicz","Lech",27,21
7594,"Horaza","Enoch ",23,2
7595,"Rieting","Arkadiusz",24,36
7596,"Awizen","Januariusz ",27,9
7597,"Balton","Bazyla",22,31
7598,"Cierpial","Rysiek",20,16
7599,"Prawko","Wlodzimir",28,13
7600,"Cierocki","Wiola",26,6
7601,"Drobinski","Godzislaw ",25,28
7602,"Buchynek","Nieteg ",29,35
7603,"Rynczak","Ariadna",25,11
7604,"Kasimierski","Pelagia",21,20
7605,"Puszer","Jaropelk ",23,31
7606,"Fischer","Nonna ",25,5
7607,"Czarnopys","Seba",25,25
7608,"Kaczywas","Ksawery ",28,3
7609,"Niedergesas","Liwiusz ",28,31
7610,"Popczynski","Grzegorz ",22,36
7611,"Giergier","Arkadiusz",24,24
7612,"Borbulewicz","Slawoslaw",28,27
7613,"Nowik-Boldyk","Beata",29,25
7614,"Chojno","Marina ",24,19
7615,"Szwaradzki","Drogoradz ",27,14
7616,"Lakasiewicz","Gardenia ",29,11
7617,"Kiwaka","Ala",20,28
7618,"Dobreszek","Gardomir",21,32
7619,"Diminiak","Aleksander",23,3
7620,"Czwarniewicz","Ostrobod",23,23
7621,"Cieselski","Amanda",24,17
7622,"Nicklisch","Wirginia",29,33
7623,"Galiszewicz","Arek",27,5
7624,"Odud","Mscislawa ",27,8
7625,"Gruszczecka","Alfreda",22,11
7626,"Kuehnbaum","Teodozja",27,12
7627,"Wesler","Sylweriusz",24,36
7628,"Wodest","Misia",21,4
7629,"Halemski","Aga",23,21
7630,"Gilyk","Lenart ",23,10
7631,"Kierlo","Olka",26,29
7632,"Jodzewicz","Huberta ",25,2
7633,"Badzierowski","Alex",23,35
7634,"Osmulska","Walentyna",28,12
7635,"Klennert","Wiola",21,19
7636,"Januczkowski","Ola",21,3
7637,"Anatyszak","Dorotka",25,22
7638,"Fenek","Lechoslawa ",27,34
7639,"Mienkowski","Demetria",26,36
7640,"Pomietlo","Marcela ",28,26
7641,"Zydenko","Emil",21,18
7642,"Lassota","Ramona",29,25
7643,"Warnocka","Monia",29,32
7644,"Sztabinski","Gaudencja ",29,13
7645,"Laryssa","Krystiana ",26,3
7646,"Dziewulin","Juri",21,2
7647,"Szufler","Krzeslaw ",27,22
7648,"Polonczyk","Kinga",28,18
7649,"Bogen","Laurka",22,36
7650,"Paradzinski","Zachariasz",27,9
7651,"Kredyk","Manomir ",21,27
7652,"Dalomis","Olimpia",23,16
7653,"Cygus","January ",22,20
7654,"Giembka","Diana ",20,13
7655,"Ziemblinski","Malkolm ",29,2
7656,"Werski","Teodor",22,8
7657,"Schiermeisen","Tyburcjusz",29,12
7658,"Szebski","Cezary",24,14
7659,"Chatry","Jan",21,14
7660,"Dunian","Chociebor",22,33
7661,"Szmigowski","Radomil",22,5
7662,"Kastrup","Lubomir ",24,24
7663,"Kubryniec","Hortensja ",28,30
7664,"Szpienik","Justyna ",24,27
7665,"Furmantowicz","Aleksy",22,26
7666,"Lozenska","Marcin ",25,9
7667,"Werus","Hilary ",24,35
7668,"Wientczak","Arkadiusz",21,8
7669,"Trakos","Kasia",23,33
7670,"Wypyc","Drogoradz ",24,17
7671,"Natura","Namyslaw ",25,15
7672,"Nastulczyk","Krzeslaw ",22,7
7673,"Xieski","Kazimierz ",27,3
7674,"Pedelski","Tomek",28,13
7675,"Gojna","Wladyslawa",26,32
7676,"Chickiewicz","Nawoj ",22,8
7677,"Konczyniec","Bogumila",29,20
7678,"Bromaszow","Eugeniusz ",23,29
7679,"Fischner","Fidelis ",22,23
7680,"Kutcman","Slawomir",27,28
7681,"Jendrich","Lucjan",21,17
7682,"Gawrocki","Bogumir",27,32
7683,"Dodow","Brygida",25,10
7684,"Tarachanowicz","Hania",29,27
7685,"Jajdusianek","Drogoslawa ",22,13
7686,"Urbat","Ciecirada ",23,3
7687,"Dylek","Leonia ",26,33
7688,"Harisch","Teresa",20,7
7689,"Nerli","Nicefor ",29,8
7690,"Danow","Gienek",26,27
7691,"Delega","Dobroslawa ",24,21
7692,"Piertzyk","Czcirad ",25,20
7693,"Maruc","Ben",22,18
7694,"Klubkowski","Galfryd ",26,15
7695,"Cammarano","Ernestyna ",21,12
7696,"Breczkot","Nierad ",26,29
7697,"Freberg","Zdzislawa",23,25
7698,"Taluc","Ewa",21,7
7699,"Przysiadlowski","Chrystian",23,34
7700,"Fryntkowski","Felicjan ",21,11
7701,"Fraczkowiak","Dalia",26,5
7702,"Pacer","Lucek",23,10
7703,"Gnisa","Zacheusz",21,33
7704,"Bajur","Agus",25,14
7705,"Byca","Kasjana ",25,22
7706,"Dennenfeld","Baltazar",28,15
7707,"Curulewska","Kamelia ",27,34
7708,"Samczak","Nieteg ",21,5
7709,"Moklebust","Adam",21,16
7710,"Gajsarska","Patrycja",27,4
7711,"Winterot","Kalinka",21,12
7712,"Ciesiunski","Filemon ",27,24
7713,"Tytusz","Sewera",22,18
7714,"Kieltyka","Jadwiga ",20,23
7715,"Jastrzykowska","Namir ",26,17
7716,"Cichinski","Chryzant ",22,12
7717,"Lamaszewicz","Gosia",29,8
7718,"Duchow","Januaria ",20,17
7719,"Puciowski","Ewelinka",29,30
7720,"Miksztajtis","Dobrutro ",24,24
7721,"Guznar","Badzislaw",24,22
7722,"Kliapisz","Paloma",26,16
7723,"Holyszewski","Domicela ",20,24
7724,"Falka","Humbelina ",29,2
7725,"Geoda","Milowit ",22,8
7726,"Krans","Kasandra ",27,12
7727,"Cienniak","January ",20,23
7728,"Czapienska","Gaudenty ",22,28
7729,"Mathela","Jonatan ",26,22
7730,"Priskup","Norman",28,10
7731,"Wadula","Staslaw",26,6
7732,"Biekatowicz","Mieczyslaw ",22,26
7733,"Frylich","Iwonka",25,17
7734,"Zebrik","Ryta",27,4
7735,"Freus","Rudolfa",21,3
7736,"Prochowik","Teofania",23,31
7737,"Szpedzik","Alicja",24,30
7738,"Mischkowski","Bohusz",22,14
7739,"Porwol","Czesbor ",29,30
7740,"Kostrynski","Milowuj ",29,12
7741,"Towsciak","Minogniew ",23,25
7742,"Hrdinka","Lolita ",24,19
7743,"Domrese","Berta",22,2
7744,"Fiszkowski","Seweryn",28,22
7745,"Sancak","Izabela ",26,33
7746,"Wiatraczyk","Ania",26,9
7747,"Kruta","Kazik",29,8
7748,"Bialonsow","Benedykt",29,26
7749,"Szebesta","Niemir ",24,7
7750,"Mechna","Galfryd ",20,29
7751,"Niktorska","Augustyna",27,11
7752,"Masielajc","Zdzisek",27,30
7753,"SĂ¶dergen","Krzeslawa ",27,36
7754,"Laksa","Olka",20,11
7755,"Lubinicki","Mirabella ",26,31
7756,"Pusty","Maria ",29,25
7757,"Bojadzudi","Galfryd ",26,7
7758,"Roziel","Dymitr ",26,28
7759,"Kusmieruk","Nestor ",22,25
7760,"Machowienko","Rafal",23,19
7761,"Koniewicz","Alfons",27,32
7762,"Tomkutonis","Zbygniew",28,10
7763,"Szelenc","Kazimiera ",27,2
7764,"Zabko","Wiktoria",21,32
7765,"Holovecz","Lubomir ",25,16
7766,"Skurszewicz","Cieslaw ",23,34
7767,"Specjal","Zbygniew",24,8
7768,"Bossak","Kasjana ",23,31
7769,"Wasial","Gwidon ",25,2
7770,"Skirzynska","Karmen ",29,9
7771,"Pogrudna","Lucjol ",26,21
7772,"Daciorek","Klaudia ",24,21
7773,"Krzesnik","Miecislaw ",26,30
7774,"Rukarsz","Cezaryna",23,28
7775,"Ligeska","Hieronim ",23,3
7776,"Barjasz","Klotylda ",21,11
7777,"Dyzyng","Tegomir",28,30
7778,"Tukaj","Ben",23,22
7779,"Barychnowska","Stanislawa",25,28
7780,"Fawer","Jeroslawa ",21,19
7781,"Niderchaus","Bogwiedz ",26,4
7782,"Pyz","Nela ",25,13
7783,"Pijawski","Bohusz",25,25
7784,"Blos","Felicyta ",27,35
7785,"Schalz","Aleks",24,35
7786,"Barnett","Leandra ",21,22
7787,"Tchan","Festus ",23,34
7788,"Kurzynski","Witalis",24,13
7789,"Imperio","Zenon",29,29
7790,"Hilbrycht","Bernadeta",23,9
7791,"Chmurka","Madzia ",28,8
7792,"Weglik","Jasiu",24,11
7793,"Pobakowska","Renat",23,23
7794,"Stasiech","Emiliusz ",26,25
7795,"Gyrczuk","Stefan",23,24
7796,"Sucharnik","Naum ",27,6
7797,"Ksiac","Hermina ",23,36
7798,"Werikowski","Mscibor ",26,21
7799,"Garuczarek","Bernarda",28,33
7800,"Bilczarek","Izydora",27,30
7801,"Bottke","Malwina ",21,17
7802,"Paszyna","Dobrowit ",20,23
7803,"Augstein","Dagobert",29,3
7804,"Bolkowiec","Tymek",25,36
7805,"Bordolo","Grzegorz ",23,24
7806,"Kloszewicz","Menodora ",29,9
7807,"Korchoschka","Wislaw",25,5
7808,"Swierszczynska","Kalasanty ",23,26
7809,"Kaupkr","Doboslaw ",25,28
7810,"Podlosna","Bolemysl",28,26
7811,"Marra","Apollonia",21,30
7812,"Diter","Eufrozyna ",21,18
7813,"Stajgli","Olaf",21,12
7814,"Jeskon","Bernardyna",26,7
7815,"Czoppa","Roma",26,8
7816,"Kuzawski","Ziemek",24,34
7817,"Guczawska","Kubus",24,30
7818,"Bajdas","Hugona ",21,32
7819,"Poltoranus","Boleslaw",20,33
7820,"Rezemerowski","Gajusz",21,17
7821,"Lobeski","Edyta",23,32
7822,"Ganior","Paulin",22,11
7823,"Kokolusz","Ignacja ",25,4
7824,"Jamula","Wlodzimierz",26,21
7825,"Szabanowski","Emiliusz ",20,35
7826,"Waderlich","Tadeusz",21,12
7827,"Dogalska","Ciechomir ",29,32
7828,"Mietlarek","Oktawian",28,35
7829,"Fatczak","Nikifor ",28,13
7830,"Czepizyn","Alberta",25,9
7831,"Wiernek","Malwina ",26,32
7832,"Kwadzinska","Janislaw ",20,31
7833,"Cyrklewicz","Kunegunda ",23,13
7834,"Rodaczek","Kajetan",26,32
7835,"Tetraka","Boncza",22,35
7836,"Kodla","Fabrycy",22,35
7837,"Wajk","Edmund ",25,21
7838,"Sliz","Fortunata ",21,34
7839,"Gurysek","Gebhard ",22,14
7840,"Krasudzki","Rufin",29,11
7841,"Tangs","Kubus",27,20
7842,"Gnielka","Renat",27,3
7843,"Kochaniak","Lech",25,13
7844,"Gargon","Malgorzata ",24,14
7845,"Dorczyk","Bazylisa",22,14
7846,"Berych","Hiacynta ",25,12
7847,"Doligalski","Herakles ",22,20
7848,"Haindrich","Maciek",23,27
7849,"Ziemko","Badzislaw",29,36
7850,"Plachynski","Longin ",23,36
7851,"Buziukiewicz","Eryk ",24,9
7852,"Sron","Czabor ",23,8
7853,"Gozdycki","Edzio",25,14
7854,"Nieckoj","Majka",20,33
7855,"Bradecki","Wladek",26,13
7856,"Peciakowski","Maja",26,11
7857,"Garstak","Ilza ",26,14
7858,"Daraszewski","Tomasz",24,36
7859,"Krywarska","Erwin",22,9
7860,"Slaboda","Malkolm ",21,14
7861,"Mentak","Serafin",29,17
7862,"Szternicki","Klemencja ",28,10
7863,"Robniewska","Jerzy",22,33
7864,"Sardakowski","Piotrek",26,13
7865,"Colmant","Gerazym ",24,14
7866,"Podraza","Gerard ",26,6
7867,"Poltoraczyk","Liberata ",23,24
10317,"Horejko","Lubomira ",28,36
10318,"Ciemnicki","Ursus",29,9
10319,"Rygor","Kasandra ",28,9
10320,"Lukinow","Cieszymir ",28,6
10321,"Byczynski","Kazimierz ",21,29
10322,"Leboczynski","Lidia ",22,33
10323,"Czasak","Gienek",28,27
10324,"Sona","Dalwin ",26,23
10325,"Swech","Zofia",27,31
10326,"Waleskiewicz","Antek",28,30
10327,"Hotas","Ferdynand",29,27
10328,"Sztormke","Humbert ",22,31
10329,"Purpura","Beniamin",20,30
10330,"Kawna","Emanuela ",29,12
10331,"Boboch","Edytka",29,10
10332,"Swiek","Czesbor ",24,19
10333,"Sztucinski","Mirella ",22,34
10334,"Sudwoj","Biezuj",28,25
10335,"Rotzal","Cieszymysl ",27,22
10336,"Prarzynska","Msciwuj ",25,8
10337,"Mogdans","Cyryl ",27,3
10338,"Alechno","Monika",26,19
10339,"Baxmann","Maciej ",24,23
10340,"Karolczek","Oswalda",27,23
10341,"Bochon","Euzebia ",20,7
10342,"Przezuch","Kajetan",26,25
10343,"Olbrotowska","Pawel",21,35
10344,"Chilkiewicz","Andrzej",25,25
10345,"Lukasowic","Julietta ",23,28
10346,"Sierar","Naum ",23,22
10347,"Kardzisz","Namir ",26,15
10348,"Ehrmann","Milowuj ",22,12
10349,"Presiak","Ignacja ",23,31
10350,"Hajwosz","Emilka",29,25
10351,"Ejsmuntt","Monia",21,25
10352,"Rodomanska","Kasjana ",20,6
10353,"Rozllach","Konkordia ",28,4
10354,"Ewiak","Iza",20,21
10355,"Chedlewska","Roberta",28,15
10356,"Rojanczyk","Emiliana ",20,7
10357,"Poczciarski","Bogumil",27,33
10358,"Rospendowski","Krystiana ",27,18
10359,"Martenczuk","Julian ",28,11
10360,"Maciczek","Bohusz",25,32
10361,"Klebyc","Lubomir ",28,32
10362,"Nacios","Klaudia ",24,13
10363,"Mikosek","Krystian ",26,14
10364,"Rudko","Ulka",21,12
10365,"Wawrylko","Napoleon ",21,33
10366,"Nagroba","Cieszyrad ",28,29
10367,"Bachnicki","Eutropiusz ",21,28
10368,"Bolok","Jas",24,25
10369,"Ponceliusz","Jolanta",24,29
10370,"Kundeusz","Gerazym ",20,7
10371,"Potapow","Stanislaw",28,33
10372,"Boczniowicz","Racibor",23,36
10373,"Znicka","Wiktoria",23,24
10374,"Chalaj","Maks",25,18
10375,"Chwieszel","Franek",25,22
10376,"Somow","Eustacjusz ",26,13
10377,"Szeffer","Honoriusz ",21,12
10378,"Bozycka","Teofil",27,7
10379,"Knutsen","Ida ",22,9
10380,"Poluwejko","Staszek",28,3
10381,"Waraszczuk","Michal",23,19
10382,"Wincza","Pelagiusz",29,2
10383,"Rajchelt","Lubomir ",25,2
10384,"Mindak","Wieslaw",28,5
10385,"Saleburg","Wirgiliusz",25,11
10386,"Zejgler","Konrada ",27,31
10387,"Goczal","Zbyszek",23,27
10388,"Bielogrudowa","Biedrzyslaw ",26,2
10389,"Grogorowicz","Jowita ",27,27
10390,"Ziedalski","Ursus",20,7
10391,"Skarbinski","Maria ",20,27
10392,"Ramuntkowska","Libert ",22,17
10393,"Smogorzewski","Armand",22,10
10394,"Pazdzierski","Maciej ",22,31
10395,"Janernig","Eustachy ",28,14
10396,"Kazdalewicz","Czcislaw ",25,6
10397,"Praczkowski","Leon ",29,9
10398,"Sieroto","Emiliusz ",22,23
10399,"Sielag","Konstanty ",21,10
10400,"Hawrej","Sylwin",22,22
10401,"Klejmentow","Mieczyslaw ",25,30
10402,"Schinke","Czcibora ",21,2
10403,"Pomikla","Niegodoma ",23,12
10404,"Rebowicz","Bonifacy",26,11
10405,"Kufeldt","Nagod ",23,28
10406,"Szope","Marcjusz ",22,14
10407,"Kazmierowski","Jonasz ",25,32
10408,"Droszewski","Festus ",25,25
10409,"Lekart","Lucek",22,6
10410,"Spirkowicz","Dobrochna ",29,26
10411,"Szotkiewicz","Tomek",27,11
10412,"Szejbach","Elwira ",27,27
10413,"Drzewusz","Cezaria",27,18
10414,"Pisarewicz","Augustyn",23,26
10415,"Skanowski","Teodoryk",29,33
10416,"Labutyn","Ryszarda",26,27
10417,"Lejtmanowicz","Metoda ",25,34
10418,"Pieniazkiewicz","Arnolf",24,21
10419,"Chuscielewska","Kornelia ",24,31
10420,"Kolun","Honoryna ",21,31
10421,"Grackowska","Biedrzyslaw ",23,36
10422,"Przondak","Staszek",24,8
10423,"Smacko","Fortunata ",23,4
10424,"Olchony","Eustachiusz ",21,19
10425,"Bernatowicz","Ignacja ",27,11
10426,"Folla","Lucjan ",24,30
10427,"Geromin","Edmund ",22,19
10428,"Oczekowska","Druzjanna ",25,8
10429,"Sieniatynski","Jaromir ",21,25
10430,"Winczent","Mirabella ",27,36
10431,"Jedeck","Leoncjusz ",22,2
10432,"Koscilowicz","Gaspar",23,17
10433,"Wyczyk","Cecyliusz",25,15
10434,"Brotsack","Faust",24,30
10435,"Riabis","Dobroslaw ",26,36
10436,"Jentsch","Janina ",29,25
10437,"Hujwan","Franciszek ",27,18
10438,"Arczynski","Flawiusz ",26,24
10439,"Nachster","Fortunat ",27,36
10440,"Bartlej","Nieznawuj ",21,29
10441,"Dollas","Berta",29,23
10442,"Koczalek","Aleksy",29,2
10443,"Mienkusiak","Justyn ",26,31
10444,"Mudrowski","Izydora",28,13
10445,"Ponter","Dionizjusz ",27,5
10446,"Biasiaga","Mati",24,19
10447,"Gambal","Slawociech",23,25
10448,"Gordus","Honorata ",23,26
10449,"Wesand","Julian ",21,6
10450,"Randnowska","Ryszard",26,5
10451,"Poltotak","Kalina",29,23
10452,"Perlitius","Bogdana",29,34
10453,"Piwnikiewicz","Apoloniusz",28,3
10454,"Temidecki","Festus ",22,31
10455,"Lopik","Jodok ",23,21
10456,"Wosieczko","Rudolfa",29,36
10457,"Skupik","Ingeborga ",24,5
10458,"Guderjan","Boguchwala",29,23
10459,"Demirer","Borzuj",20,16
10460,"Gliut","Zdzisek",24,25
10461,"Reinberg","Lucyna ",24,30
10462,"Janczak","Marika ",28,32
10463,"Cemerys","Dorota ",22,22
10464,"Resinger","Fortunat ",26,11
10465,"Kolubczynski","Ludomir ",20,30
10466,"Buzek","Dobrochna ",24,36
10467,"Rukas","Seweryn",25,11
10468,"Akien","Fausta",25,6
10469,"Szpilla","Dorian",23,3
10470,"Falow","Domaslaw ",28,21
10471,"Gerlec","Marcin ",23,17
10472,"Omenzetter","Dalibor ",29,23
10473,"Wakar","Tyburcjusz",24,13
10474,"Kudrawczuk","Pamelka",24,28
10475,"Prica","Teodor",24,19
10476,"Prochun","Heliasz ",27,33
10477,"Ramzan","Metoda ",24,14
10478,"Kaskow","Benedykta",28,27
10479,"Laskarzewski","Ligia ",21,35
10480,"Hamp","Dariusz ",20,33
10481,"Kritschker","Zofia",27,6
10482,"Borycki","Mikolaj ",26,21
10483,"Sleczak","Przymyslaw",27,29
10484,"Drasik","Monika",20,22
10485,"Kostuch","Piotrek",20,33
10486,"Krauzinski","Dalemir ",24,2
10487,"Kolpikow","Michalina ",23,26
10488,"Zawisniewski","Febronia ",22,14
10489,"Maksimczyk","Jagoda ",20,6
10490,"Bromka","Boncza",24,9
10491,"Koitka","Filip ",29,3
10492,"Glucz","Brygida",29,23
10493,"Kluma","Emilka",25,33
10494,"Checki","Alicjana",22,27
10495,"Porylak","Jola",29,6
10496,"Labbedat","Hiob ",24,10
10497,"Grupe","Jonasz ",20,13
10498,"Bodynka","Konradyn ",28,27
10499,"Staninkiewicz","Slawomir",28,23
10500,"Kendziorczyk","Franciszek ",25,10
10501,"Zahajkowiec","Lidka",27,31
10502,"Niswiska","Kornel ",27,19
10503,"Olearczuk","Gostmil ",20,12
10504,"Prus","Max",20,21
10505,"Fabinczuk","Kazimierz ",24,27
10506,"Madrakowski","Basia",24,23
10507,"Dostych","Dina ",22,9
10508,"Obczina","Dalewuja",20,28
10509,"Szopinski","Barabasz",24,4
10510,"Bzura","Konstanty ",22,36
10511,"Menter","Teofil",26,23
10512,"Halerowicz","Hieronim ",24,10
10513,"Kozyczek","Ninomysl ",25,12
10514,"Telbuszewicz","Anetka",26,11
10515,"Czegus","Ludgarda ",27,21
10516,"Arwai","Tymon",23,12
10517,"Miernikowski","Euzebia ",21,19
10518,"Szerlak","Laurenty ",22,35
10519,"Tymczyszen","Mirek",21,24
10520,"Braln","Wiktoria",29,2
10521,"Sitka","Igor ",20,35
10522,"Uiberal","Domazyr ",24,25
10523,"Pitraszkiewicz","Delfina",25,10
10524,"Kramerich","Rajnold",24,3
10525,"Bryc","Niegoslaw ",27,22
10526,"Witowicz","Krystyn ",27,19
10527,"Kahsin","Madzia ",28,29
10528,"Gedej","Delfin",22,20
10529,"Wyzlocka","Dymitr ",22,20
10530,"Kondraczuk","Domaslawa ",21,30
10531,"Grygzik","Wislawa",20,12
10532,"Mospaniuk","Miroslawa ",26,5
10533,"Knola","Kryspin ",24,13
8761,"Tomanow","Sandra",21,24
8762,"Hochwald","Herakliusz ",28,33
8763,"Drecko","Dominika ",22,25
8764,"Rebensztok","Kasandra ",26,24
8765,"Bramowski","Iwonka",23,21
8766,"Chororek","Maks",24,4
8767,"Szpanelewski","Czcibora ",27,21
8768,"Witzenbach","Seba",23,27
8769,"Weszczynski","Lew ",27,6
8770,"Chybki","Tyberiusz",28,21
8771,"Kazmirek","Urszula",29,26
8772,"Gorban","Dobielut ",24,19
8773,"Komainda","Blanka",28,18
8774,"Wiejrzbanin","Domicela ",20,33
8775,"Paryszek","Hortensjusz ",26,8
8776,"Razy","Konstans ",28,36
8777,"Kierat","Krystiana ",22,9
8778,"Bienenstok","Nawoja ",26,20
8779,"Markowiec","Godzimir ",23,8
8780,"Iwanciw","Augustyn",28,22
8781,"Andrejow","Jeroslawa ",20,36
8782,"Karecinski","Tymoteusz",26,20
8783,"Kalmyk","Eustachy ",28,3
8784,"Kobordo","Konkordia ",28,26
8785,"Tergala","Zbygniew",24,29
8786,"Arciusz","Dobromysl ",28,7
8787,"Boczun","Dobrowoj ",20,12
8788,"Kandzio","Galfryd ",26,31
8789,"Krengel","Justyna ",26,36
8790,"Zwiolinski","Lubomir ",23,33
8791,"Cziczerska","Klaudian ",23,10
8792,"Trasiuk","Balcer",28,7
8793,"Stefaniszek","Bruno",23,16
8794,"Swieckowska","Klement ",23,29
8795,"Holowaczuk","Kaska",26,12
8796,"Lanycia","Bozeciech",23,12
8797,"Frick","Darek",26,26
8798,"Mazierkiewicz","Teodora",23,33
8799,"Macan","Ksaweryna ",29,28
8800,"Liskowiec","Agus",22,27
8801,"Obuzynska","Gustawa ",20,7
8802,"Zielazkiewicz","Pawel",20,27
8803,"Ajdyna","Wiktoriusz",29,8
8804,"Holdun","Ala",22,31
8805,"Hajnas","Eustacjusz ",28,6
8806,"Wenckun","Wlodzislaw",29,10
8807,"Babon","Dziadumila ",27,19
8808,"Debski","Maryla ",24,30
8809,"Kairski","Lubomira ",20,4
8810,"Gnaty","Adelajda",27,5
8811,"Papinczak","Krystian ",25,29
8812,"Majmeski","Dalia",21,23
8813,"Lissiak","Milosz ",29,36
8814,"Stucki","Alojzy",22,20
8815,"Ceimer","Jola",29,25
8816,"Fareniec","Toska",21,18
8817,"Schafranietz","Zbyszek",27,21
8818,"Duminczak","Ksawera ",26,12
8819,"Andrzyszczyk","Noemi ",22,23
8820,"Urbain","Romek",28,20
8821,"Hranyczna","Manuela ",22,21
8822,"Vicenzin","Czesbor ",24,10
8823,"Debiesz","Zygfryd",20,27
8824,"Rietz","Niesul ",24,21
8825,"Dreslinski","Rodomil",28,32
8826,"Lukaszyk","Gerarda ",20,35
8827,"Suczak","Ambrozy",26,17
8828,"Malazek","Sylweriusz",28,15
8829,"Oslizniok","Iwona ",27,2
8830,"Zbranek","Ernesta ",25,15
8831,"Serewicz","Eryka ",20,3
8832,"Nieswic","Iwo ",22,24
8833,"Simonczyk","Michal",25,30
8834,"Schmelterowska","Badzimir",20,33
8835,"Jalonczuk","Hugo ",27,19
8836,"Koziol","Domoslaw ",26,17
8837,"Wytrykowski","Toska",26,3
8838,"Rzepikowska","Nastazja ",28,21
8839,"Paniow","Julian ",25,19
8840,"Soporka","Marcjusz ",27,26
8841,"Nokert","Letycja ",24,19
8842,"Slotala","Libert ",21,36
8843,"Brzezna","Egbert",23,5
8844,"Rajmisz","Sergiusz",28,23
8845,"Wernas","Przemysl",22,16
8846,"Wanka","Bogdan",24,33
8847,"Irenska","Aneta",24,27
8848,"Hrynasz","Cyryl ",27,23
8849,"Lagucik","Konradyn ",28,36
8850,"Lezno","Klaudiusz ",25,32
8851,"Hacas","Dionizjusz ",26,30
8852,"Kolacinski","Kasper ",27,6
8853,"Biegelewicz","Naczeslawa ",27,34
8854,"Kreickant","Gaspar",21,12
8855,"Bryslawski","Zbygniewa",26,2
8856,"Lebiadzinski","Anna",21,5
8857,"Melo","Hortensja ",21,9
8858,"Chachol","Zenon",20,33
8859,"Pilnicki","Ksawery ",27,19
8860,"Biechel","Aleks",25,29
8861,"Kabal","Kaja ",29,19
8862,"Kuszweruk","Miecislaw ",29,27
8863,"Bugzan","Milochna ",23,8
8864,"Kiersanowska","Dalia",22,17
8865,"Nebelling","Kasper ",24,17
8866,"Moniuszko","Borys",25,11
8867,"Molzahn","Minigniew ",20,17
8868,"Mizimiak","Patrycy",21,6
8869,"Krumscheid","Rudolfina",29,30
8870,"Liwarski","Fortunata ",27,16
8871,"Szaficka","Baltazar",27,15
8872,"Labatiuk","Sabina",24,25
8873,"Basanowska","Daniel ",20,27
8874,"Janosiak","Leslawa ",29,16
8875,"Tetych","Hiob ",26,14
8876,"Syrzyn","Ernestyna ",22,20
8877,"Hadamiec","Kuba",26,35
8878,"Hyza","Artek",22,32
8879,"Migusiewicz","Hubert ",25,12
8880,"Bralinski","Doboslawa ",25,11
8881,"Bakandziuk","Ladyslaw ",29,23
8882,"Obworski","Nadmir ",24,9
8883,"Jepifanow","Emanuela ",29,5
8884,"Fettyng","Leonid ",24,34
8885,"Askupinska","Ludomira ",28,16
8886,"Klop","Hipolit ",20,2
8887,"Stajerski","Adolfina",27,32
8888,"Karpina","Maryna ",23,28
8889,"Drebler","Radomila",25,31
8890,"Cheluszko","Zacheusz",20,12
8891,"Faran","Bogwiedz ",27,24
8892,"Kesibka","Czcibora ",25,17
8893,"Asboth","Iryda ",25,15
8894,"Kacznar","Remig",24,19
8895,"Brobna","Honoryna ",20,5
8896,"Zimniewicz","Walentyna",22,25
8897,"Laskaski","Dacjusz",28,18
8898,"Kuspit","Lilianna",24,28
8899,"Natwinko","Mscislawa ",21,22
8900,"Dyszak","Bogumir",26,35
8901,"Bozega","Natalis ",23,29
8902,"Darke","Danka",25,24
8903,"Fajencki","Norberta ",28,5
8904,"Dublanowska","Grodzislaw ",22,3
8905,"Zimianin","Jarostryj ",25,28
8906,"Dymlowska","Ramona",21,8
8907,"Legiecki","Felicyta ",29,2
8908,"Karpala","Hubyslawa ",26,20
8909,"Dinos","Danuta ",27,2
8910,"Nabis","Arek",25,10
8911,"Folcik","Bozydar",25,9
8912,"Dawidejt","Ludmila ",22,32
8913,"Przygodzinski","Rudolfina",26,23
8914,"Tatola","Manuela ",26,30
8915,"Fuks","Radzislawa",28,13
8916,"Setter","Emma ",23,22
8917,"Zeczkiewicz","Joachim ",28,21
8918,"Bylaszowska","Maurycy ",27,7
8919,"Strelc","Blandyna ",22,33
8920,"Galuschka","Olka",21,11
8921,"Alchinowicz","Marika ",23,26
