"NR_ALBUMU","NAZWISKO","IMIE","WIEK","NR_GR","NAZWA_GR"
9811,"Hucz","Gralyna ",21,11,"1ID16A"
9812,"Luckmann","Kamil ",25,14,"2ID11B"
9813,"Szulata","Mieszko ",28,27,"3ID13A"
9814,"Rydziel","Metody ",21,24,"3ID11B"
9815,"Staklinska","Dionizja ",28,33,"4ID12A"
9816,"Uniechowicz","Witalian",25,30,"3ID14B"
9817,"Klinowoj","Erhard ",24,8,"1ID14B"
9818,"Pacejga","Justyna ",28,11,"1ID16A"
9819,"Byszko","Lucjola ",29,34,"4ID12B"
9820,"Klemioto","Krzeslawa ",27,5,"1ID13A"
9821,"Jamrugiewicz","Jonatan ",22,26,"3ID12B"
9822,"Wedde","Bronislaw ",29,35,"4ID13A"
9823,"Gajdys","Konkordia ",29,32,"4ID11B"
9824,"Domniczak","Jeroslawa ",20,27,"3ID13A"
9825,"Swiridow","Janina ",23,29,"3ID14A"
9826,"Alfrut","Galfryd ",21,3,"1ID12A"
9827,"Clubiec","Wiktoryn",26,35,"4ID13A"
9828,"OdrzygoZdz","Henia",22,4,"1ID12B"
9829,"Skornicki","Faustyn",23,25,"3ID12A"
9830,"Olesny","Erazm ",20,22,"2ID15B"
9831,"Wiszchucka","Lew ",20,8,"1ID14B"
9832,"Alincewicz","lucja",29,25,"3ID12A"
9833,"Szlasek","Morzyslawa ",20,23,"3ID11A"
9834,"Bokola","Dalwin ",27,4,"1ID12B"
9835,"Zelechowski","Bolemysl",20,36,"4ID13B"
9836,"Sondor","Zenon",23,34,"4ID12B"
9837,"Paskucki","Kordian ",22,21,"2ID15A"
9838,"Karpanty","Mati",20,34,"4ID12B"
9839,"Krzychna","Aniela",21,7,"1ID14A"
9840,"Kardini","Marlena ",21,35,"4ID13A"
9841,"Karszenia","Wioletta",25,29,"3ID14A"
9842,"Dehlert","Tyberiusz",27,7,"1ID14A"
9843,"Katelan","Mlcislaw ",23,25,"3ID12A"
9844,"Promelski","Konstans ",21,20,"2ID14B"
9845,"Bawolowski","Jodok ",23,33,"4ID12A"
9846,"Chujka","Konkordia ",24,8,"1ID14B"
9847,"Komendolowicz","Kalista ",20,18,"2ID13B"
9848,"Kajmowicz","lucja",26,35,"4ID13A"
9849,"Schackemy","Godzislaw ",27,36,"4ID13B"
9850,"ledzicki","Rafal",26,35,"4ID13A"
9851,"Faryniasz","Domoslaw ",26,23,"3ID11A"
9852,"Fundytus","Hugona ",25,31,"4ID11A"
9853,"Smerszynska","Liwia ",27,17,"2ID13A"
9854,"Jobczyk","Anita",22,24,"3ID11B"
9855,"Kolosza","Heloiza ",21,33,"4ID12A"
9856,"Omilusik","Romek",29,22,"2ID15B"
9857,"Widaczyk","Tobiasz",29,23,"3ID11A"
9858,"Pluchcinska","Modest ",23,18,"2ID13B"
9859,"Spenia","Serwacy",22,35,"4ID13A"
9860,"Robinski","Milochna ",28,25,"3ID12A"
9861,"Koryzno","Edward",27,12,"1ID16B"
9862,"Bieniewicz","Edytka",23,22,"2ID15B"
9863,"Drzosdowska","Domorad ",29,15,"2ID12A"
9864,"Pomoryn","Slawa",25,31,"4ID11A"
9865,"Baryasz","Daniel ",23,18,"2ID13B"
9866,"Nohr","Gustaw ",21,3,"1ID12A"
9867,"Fircej","Klara ",25,36,"4ID13B"
9868,"Wirecki","Gawel",22,4,"1ID12B"
9869,"Szumejlo","Tadek",23,28,"3ID13B"
9870,"Falasz","Przemysl",20,14,"2ID11B"
9871,"Nedzi","Dalila ",28,9,"1ID15A"
9872,"Pijewski","Walentyna",21,21,"2ID15A"
9873,"Koczerowska","Myllimir",22,5,"1ID13A"
9874,"Karauza","Rajnold",23,28,"3ID13B"
9875,"Kojaszewska","Wiktor",26,31,"4ID11A"
9876,"Brockel","Misiek",29,19,"2ID14A"
9877,"Fride","Honoriusz ",22,20,"2ID14B"
9878,"Maziarzewski","Chryzant ",28,35,"4ID13A"
9879,"Grauss","Ignacja ",21,36,"4ID13B"
9880,"swietorzynska","Maja",28,3,"1ID12A"
9881,"Galaj","Maura ",22,2,"1ID11B"
9882,"Trapacz","Dobromil ",23,25,"3ID12A"
9883,"Machan","Neonila ",28,27,"3ID13A"
9884,"Ullmann","Marcjusz ",24,9,"1ID15A"
9885,"Hadyla","Teodozy",26,12,"1ID16B"
9886,"Mulewczyk","Ismena ",26,25,"3ID12A"
9887,"Tuchte","Euzebiusz ",26,36,"4ID13B"
9888,"Plagens","Apoloniusz",29,3,"1ID12A"
9889,"Orzymanska","Seweryn",27,22,"2ID15B"
9890,"Jesieniowska","Tymek",20,21,"2ID15A"
9891,"Edwaldt","Jalmina ",21,2,"1ID11B"
9892,"Wenczynski","Martynian ",25,16,"2ID12B"
9893,"Liszkowicz","Cibor ",25,17,"2ID13A"
9894,"Artiemowicz","Gabriel",21,19,"2ID14A"
9895,"Szmelcer","Felicysym ",25,6,"1ID13B"
9896,"WierZajtys","Dobieslawa ",21,8,"1ID14B"
9897,"Nowozinska","Bogwidza ",21,13,"2ID11A"
9898,"Bruhner","Gotfryd ",24,9,"1ID15A"
9899,"Goronowski","Staszek",22,11,"1ID16A"
9900,"Kielech","Ilona ",29,26,"3ID12B"
9901,"Hatas","Zdzislawa",29,31,"4ID11A"
9902,"Bussacker","Leontyn ",22,9,"1ID15A"
9903,"Gruk","Arnolf",21,13,"2ID11A"
9904,"Harzynski","Teodor",29,20,"2ID14B"
9905,"Krysucki","Sybilla",25,30,"3ID14B"
9906,"Zamedzki","Linda",20,27,"3ID13A"
9907,"Zawidowski","Aurelian",25,7,"1ID14A"
9908,"Ogilbianka","Enoch ",21,15,"2ID12A"
9909,"Stutz","Delfina",24,30,"3ID14B"
9910,"Faciej","Stefania",26,24,"3ID11B"
9911,"Myslejko","Cezaryna",22,31,"4ID11A"
9912,"Westfalewicz","Anita",24,36,"4ID13B"
9913,"smichowski","Orchidea",29,36,"4ID13B"
9914,"Nikadem","Bartlomieja",26,27,"3ID13A"
9915,"Libercka","Krzyl",21,4,"1ID12B"
9916,"Muchowicz","Artek",21,6,"1ID13B"
9917,"Lorm","Elwira ",26,9,"1ID15A"
9918,"Labuda","Tadek",20,2,"1ID11B"
9919,"Zgrzymski","Misiek",29,16,"2ID12B"
9920,"Ponalka","Bernardyn",27,20,"2ID14B"
9921,"Chlenberg","Slawociech",24,35,"4ID13A"
9922,"Maturowski","Nestor ",29,14,"2ID11B"
9923,"Tanabasz","Atanazja ",22,14,"2ID11B"
9924,"Siachniewicz","Doboslaw ",24,18,"2ID13B"
9925,"Rabaczek","Karina ",27,15,"2ID12A"
9926,"Chenek","Milena ",28,33,"4ID12A"
9927,"Nedelkow","Dobromila ",25,7,"1ID14A"
9928,"Hutwiczak","Dobrociech ",21,26,"3ID12B"
9929,"Iwanciow","Jlzefina ",26,19,"2ID14A"
9930,"Akerlund","Sebastian",20,7,"1ID14A"
9931,"Dunejska","Faustyn",27,10,"1ID15B"
9932,"Daszkielewicz","Dobrowoj ",20,19,"2ID14A"
9933,"Olszenska","Makary ",23,11,"1ID16A"
9934,"Wasylenko","Hugon ",28,4,"1ID12B"
9935,"Przeliosz","Konradyn ",20,2,"1ID11B"
9936,"Koppschall","Ilona ",24,25,"3ID12A"
9937,"Oszmela","Nikodem ",25,18,"2ID13B"
9938,"Brygola","Mati",20,13,"2ID11A"
9939,"Wasiurska","Leontyna ",24,30,"3ID14B"
9940,"Koranowski","Letycja ",26,2,"1ID11B"
9941,"Chachon","Augusta",26,20,"2ID14B"
9942,"Wiazek","Gniewomir ",27,13,"2ID11A"
9943,"Fabjanczyk","Niegowoj ",28,36,"4ID13B"
9944,"Renda","Marzena ",27,25,"3ID12A"
9945,"Fagasinski","Zachary",22,33,"4ID12A"
9946,"Kozior","Cyra ",26,22,"2ID15B"
9947,"Nassery","Ezechiel ",29,23,"3ID11A"
9948,"Steszynska","Danka",27,24,"3ID11B"
9949,"Smolida","Klemens ",26,24,"3ID11B"
9950,"Bluss","Marcelin ",21,25,"3ID12A"
9951,"Sknerczynska","Maciek",25,36,"4ID13B"
9952,"Biabanska","Herman ",26,25,"3ID12A"
9953,"Meinc","Robert",21,18,"2ID13B"
9954,"Bejsowicz","Apolinary",21,2,"1ID11B"
9955,"Grzegorewicz","Dytrych ",26,17,"2ID13A"
9956,"Sobiescijanski","Czaslaw ",28,19,"2ID14A"
9957,"Malenka","Ostrobod",23,35,"4ID13A"
9958,"Duraszok","Alex",27,16,"2ID12B"
9959,"Krajber","Oskar",23,6,"1ID13B"
9960,"Winogradska","Maryna ",22,7,"1ID14A"
9961,"Haterla","Romeo",21,27,"3ID13A"
9962,"MeZalska","Irmina ",28,23,"3ID11A"
9963,"Czemek","Asia",29,20,"2ID14B"
9964,"Gapinski","Bolek",22,15,"2ID12A"
9965,"loska","Martynian ",27,30,"3ID14B"
9966,"Szlezyngier","Basia",26,5,"1ID13A"
8684,"Lelenas","January ",21,31,"4ID11A"
8685,"Pradelski","Marcjal ",26,35,"4ID13A"
8686,"Limbke","Artur",27,33,"4ID12A"
8687,"Ukolow","Jordan ",22,16,"2ID12B"
8688,"BalaZusiak","Wirginiusz",25,4,"1ID12B"
8689,"Schlitz","Dobieslawa ",28,2,"1ID11B"
8690,"Potasznikow","Witalian",25,9,"1ID15A"
8691,"Tamaszyniec","Nonna ",21,4,"1ID12B"
8692,"Frohm","Bodzlta ",28,32,"4ID11B"
8693,"Krecichwast","Dobromila ",28,14,"2ID11B"
8694,"Gawlak-Kubik","Marcjan ",26,27,"3ID13A"
8695,"Bludowska","Cyprian ",24,8,"1ID14B"
8696,"Szulanska","Klara ",23,21,"2ID15A"
8697,"Bomostik","Kordula ",27,27,"3ID13A"
8698,"Minorczuk","Gralyna ",28,30,"3ID14B"
8699,"Wczysla","Rudolfina",23,15,"2ID12A"
8700,"Pociejewski","Juri",26,28,"3ID13B"
8701,"Budrzen","Oda",21,6,"1ID13B"
8702,"Gurgielewicz","Fryderyk ",29,24,"3ID11B"
8703,"Rajmont","Sylweriusz",21,25,"3ID12A"
8704,"Parais","Donata ",21,23,"3ID11A"
8705,"Prus","Ewald ",24,35,"4ID13A"
8706,"Zimmek","Gabriela",20,9,"1ID15A"
8707,"Kozybek","Slawobor",21,29,"3ID14A"
8708,"Sadrak","Lilian ",20,17,"2ID13A"
8709,"Remut","Fabian ",25,30,"3ID14B"
8710,"Rukaszowicz","Emilka",20,35,"4ID13A"
8711,"Slabodzian","Rajmunda",29,4,"1ID12B"
8712,"Bagnac","Maja ",25,15,"2ID12A"
8713,"Stempek","Gertruda ",21,18,"2ID13B"
8714,"Skrobicz","Elwira ",26,18,"2ID13B"
8715,"Silan","Hortensjusz ",27,31,"4ID11A"
8716,"Â¬dziebkowska","Wirginiusz",27,21,"2ID15A"
8717,"Tredkiewicz","Zenona",29,2,"1ID11B"
8718,"Haberczuk","Joachim ",24,14,"2ID11B"
8719,"Banazkiewicz","Lubomira ",22,5,"1ID13A"
8720,"Kuspol","Olka",22,22,"2ID15B"
8721,"Szczeka","Zuza",27,32,"4ID11B"
8722,"Krupieczojc","Arkadiusz",23,15,"2ID12A"
8723,"Dyduch","Maurycy ",20,7,"1ID14A"
8724,"Wasiejew","lucjusz",29,8,"1ID14B"
8725,"Stella","Laurentyn ",21,14,"2ID11B"
8726,"Mazgajewski","Danio",28,35,"4ID13A"
8727,"Bierlewska","Jan",23,23,"3ID11A"
8728,"Galazkiewicz","Czedrog ",28,26,"3ID12B"
8729,"Wyleciol","Barnaba",27,23,"3ID11A"
8730,"Brostkiewicz","Basia",22,12,"1ID16B"
8731,"Szapowalenko","Klemencja ",20,25,"3ID12A"
8732,"Orzegowski","Wiktor",29,25,"3ID12A"
8733,"Piszczorowicz","Jerzy",20,6,"1ID13B"
8734,"Ziulecki","Dalemir ",21,11,"1ID16A"
8735,"Habiciak","Gustawa ",25,25,"3ID12A"
8736,"Bielewin","Marta ",25,5,"1ID13A"
8737,"Rowczynski","Fortunata ",21,4,"1ID12B"
8738,"Freudiger","Wiktoria",21,24,"3ID11B"
8739,"Moszkow","Elka",26,30,"3ID14B"
8740,"Podulko","Arek",21,27,"3ID13A"
8741,"Wardaszewski","Magdalena",25,23,"3ID11A"
8742,"Plabanska","Nestor ",26,30,"3ID14B"
8743,"Cmela","Georgina ",20,19,"2ID14A"
8744,"Miedzwiedziew","Baldwin",29,2,"1ID11B"
8745,"Lierska","Romeo",22,18,"2ID13B"
8746,"Przysiwek","Bernardyna",21,9,"1ID15A"
8747,"Krebzdak","Emiliana ",26,16,"2ID12B"
8748,"Ciaczek","Agata",20,33,"4ID12A"
8749,"Kontkowski","Ludomira ",22,10,"1ID15B"
8750,"Harmit","Zbygniew",26,27,"3ID13A"
8751,"Nycerski","Dobrociech ",27,23,"3ID11A"
8752,"Telicki","Radmir",28,17,"2ID13A"
8753,"TwardyGrosz","Leopoldyna ",23,9,"1ID15A"
8754,"Gasecki","Henia",23,4,"1ID12B"
8755,"Kindrat","Tegomir",27,8,"1ID14B"
8756,"Gerominko","Karina ",20,4,"1ID12B"
8757,"Wocalewski","Stanislawa",23,25,"3ID12A"
8758,"Cepela","Fortunat ",26,34,"4ID12B"
8759,"Mamcarz","Hanna ",24,14,"2ID11B"
8760,"lubieniewska","Laurentyna ",27,29,"3ID14A"
8761,"Cierpiatka","Maks",28,10,"1ID15B"
8762,"Gecere","Klemencja ",26,21,"2ID15A"
8763,"Trzciankowski","Misiek",27,20,"2ID14B"
8764,"Agiejko","Witalian",26,30,"3ID14B"
8765,"Mamenas","Roksana",24,6,"1ID13B"
8766,"ZadroZna","Maks",22,26,"3ID12B"
8767,"Hreptowicz","Marcjan ",25,34,"4ID12B"
8768,"Maraz","Godfryd ",22,19,"2ID14A"
8769,"Szeptalin","Bogdan",21,29,"3ID14A"
8770,"Bieliniec","Dalwin ",20,2,"1ID11B"
8771,"Rachmistruk","Wladek",21,30,"3ID14B"
8772,"Garlewski","Damazy ",28,23,"3ID11A"
8773,"Zanet","Bogdan",25,26,"3ID12B"
8774,"Smaron","Nadmir ",28,35,"4ID13A"
8775,"Nanio","Mlcigniew ",24,29,"3ID14A"
8776,"Porysiak","Wlodzislaw",29,21,"2ID15A"
8777,"Dermann","Boleslaw",22,32,"4ID11B"
8778,"Miduszewski","Marcjusz ",25,21,"2ID15A"
8779,"Neszczynski","Salomea",22,26,"3ID12B"
8780,"Ciorowska","Regina",28,23,"3ID11A"
8781,"Zimlewska","Lucjan ",24,33,"4ID12A"
8782,"Kemla","Ludwika ",29,8,"1ID14B"
8783,"Lewadnowski","Jaroslawa ",28,11,"1ID16A"
8784,"Mezakowska","Sergiusz",23,10,"1ID15B"
8785,"Fufl","Zygfryd",29,35,"4ID13A"
8786,"Komicki","Radomila",26,25,"3ID12A"
8787,"Adrya","Nela ",26,17,"2ID13A"
8788,"KrzyZoszczak","Mariusz ",23,15,"2ID12A"
8789,"Szam","Harald",25,27,"3ID13A"
8790,"Fongler","Gloria ",25,3,"1ID12A"
8791,"Pokorzynski","Laurka",21,3,"1ID12A"
8792,"Gaettner","Jeremi ",29,27,"3ID13A"
8793,"Poniewiara","Ksenia",24,13,"2ID11A"
8794,"Pastoszko","Krzesimir ",25,11,"1ID16A"
8795,"Tokarzewicz","Samuel",29,8,"1ID14B"
8796,"Stodus","Metody ",22,14,"2ID11B"
8797,"Kurarczyk","Adrian",22,16,"2ID12B"
8798,"NieZbort","Wirginia",26,11,"1ID16A"
8799,"Sitkiewicz","Gracjan ",26,16,"2ID12B"
8800,"Motyliski","Mira ",26,34,"4ID12B"
8801,"Ejnbinder","Cezar",23,27,"3ID13A"
8802,"Masjarek","Daniel ",28,4,"1ID12B"
8803,"Bielawa","Herkules ",23,17,"2ID13A"
8804,"Hajnbergier","Ildefons ",20,36,"4ID13B"
8805,"Hinko","Brunon",29,13,"2ID11A"
8806,"Howil","Libert ",23,17,"2ID13A"
8807,"Waniolka","Danka",23,11,"1ID16A"
8808,"Walerich","Zuzanna",20,12,"1ID16B"
8809,"Serdeczny","Alek",27,7,"1ID14A"
8810,"Bogna","Norberta ",27,9,"1ID15A"
8811,"Kollat","Diana ",24,11,"1ID16A"
8812,"Branka","Hieronim ",24,8,"1ID14B"
8813,"Rycewski","Naum ",28,24,"3ID11B"
8814,"slosecki","Sergiusz",22,18,"2ID13B"
8815,"Balcenak","Apolloniusz",22,21,"2ID15A"
8816,"Demenczenok","Lidia ",24,25,"3ID12A"
8817,"Rytminska","Bogumir",23,9,"1ID15A"
8818,"Oszenda","Juda ",20,8,"1ID14B"
8819,"Pioronski","Jonasz ",22,9,"1ID15A"
8820,"Abend","Filip ",22,6,"1ID13B"
8821,"Pechnyk","Malina ",27,27,"3ID13A"
8822,"Zalubiniak","Gebhard ",24,16,"2ID12B"
8823,"Szantilo","Libert ",24,8,"1ID14B"
8824,"Paradies","Emiliusz ",21,22,"2ID15B"
8825,"Szwadzba","Dobrawa ",25,8,"1ID14B"
8826,"Reinfandt","Kazimiera ",22,7,"1ID14A"
8827,"Chutczak","Czaslaw ",27,19,"2ID14A"
8828,"Krystyanczuk","Laura ",22,23,"3ID11A"
8829,"Burszik","Blizbor",21,20,"2ID14B"
8830,"Brat","Izaura ",24,17,"2ID13A"
8831,"Szmocha","Ryta",21,35,"4ID13A"
8832,"Gambos","Lena ",24,4,"1ID12B"
8833,"Bardkowiak","Malina ",22,12,"1ID16B"
8834,"Blecharczyk","Bartosz",29,12,"1ID16B"
8835,"Frytsch","Eliasz",21,13,"2ID11A"
8836,"Truczek","Napoleon ",25,32,"4ID11B"
8837,"DroZdzynska","Delfin",22,10,"1ID15B"
8838,"Szamata","Cezariusz",23,15,"2ID12A"
8839,"Zielbicka","Leonida ",28,3,"1ID12A"
8840,"Parafijanowicz","Cibor ",29,16,"2ID12B"
8841,"Wolenski","Ryszard",29,5,"1ID13A"
8842,"Kladkiewicz","Benedykta",29,32,"4ID11B"
8843,"Grellus","Dobroslaw ",28,32,"4ID11B"
8844,"Winczerek","Dalemir ",22,6,"1ID13B"
8845,"Bednartowicz","Jeremi ",29,15,"2ID12A"
8846,"Klichan","Humbert ",22,35,"4ID13A"
8847,"Fromchen","Rudolfina",25,5,"1ID13A"
8848,"Obstawski","Namir ",22,24,"3ID11B"
8849,"Slaczalek","Zdzislaw",22,28,"3ID13B"
8850,"Tragier","Eryk ",23,26,"3ID12B"
8851,"spielak","Biezuj",21,30,"3ID14B"
8852,"Giermakowski","Basia",20,18,"2ID13B"
8853,"Aducik","Maura ",20,23,"3ID11A"
8854,"Zloch","Lucja ",20,17,"2ID13A"
8855,"Niektas","Felicyta ",24,36,"4ID13B"
8856,"Hainek","Cieszyslaw ",20,3,"1ID12A"
8857,"Kotruchow","Eleonora",20,32,"4ID11B"
8858,"Dom","Diogenes ",28,32,"4ID11B"
8859,"Skrago","Dalewuj",29,26,"3ID12B"
8860,"Ganelczyk","Ula",27,9,"1ID15A"
8861,"Bohdankiewicz","Klementyna ",20,16,"2ID12B"
8862,"Bogutczak","Robek",28,32,"4ID11B"
8863,"Krojanski","Honorat ",27,17,"2ID13A"
8864,"Giermalowska","Elka",28,3,"1ID12A"
8865,"Spurgis","Enoch ",27,12,"1ID16B"
8866,"Jendrulek","Czeslaw ",29,3,"1ID12A"
8867,"Wawierowicz","Kasandra ",22,3,"1ID12A"
8868,"Ogata","Bogna",24,18,"2ID13B"
8869,"Karniszczuk","Morzyslawa ",23,17,"2ID13A"
8870,"Dropio","Paulina",21,17,"2ID13A"
8871,"Chichalewska","Ilza ",27,11,"1ID16A"
8872,"Zadebrana","Longin ",23,24,"3ID11B"
8873,"Fenkow","Dobromila ",27,17,"2ID13A"
8874,"Kampczek","Dobrawa ",26,23,"3ID11A"
8875,"Wieniarski","Serafina",25,11,"1ID16A"
8876,"Tokojuk","Fabrycy",23,28,"3ID13B"
8877,"Hampf","Pamela",27,36,"4ID13B"
8878,"Bryndal","Ernestyn ",22,26,"3ID12B"
8879,"Charendarczyk","Florencjusz ",28,31,"4ID11A"
8880,"Majuk","Arek",20,19,"2ID14A"
8881,"Dudsinska","Miranda ",20,15,"2ID12A"
8882,"Zucharska","Maksymin ",20,21,"2ID15A"
8883,"Hodys","Bolena",26,26,"3ID12B"
8884,"Jachucki","Arek",29,8,"1ID14B"
8885,"Joszczyk","Ciechoslaw ",28,33,"4ID12A"
8886,"Gregoraszczyk","Jan",28,10,"1ID15B"
8887,"Motowidelko","Marianna ",25,2,"1ID11B"
8888,"Sierkos","Bernard",27,17,"2ID13A"
8889,"Jodachowski","Zuza",26,28,"3ID13B"
8890,"Kowenetz","Niegoslaw ",28,11,"1ID16A"
8891,"Okaz","Biedrzyslaw ",25,28,"3ID13B"
8892,"Griszke","Eligia",20,7,"1ID14A"
8893,"Paczuszko","Rodomil",28,2,"1ID11B"
8894,"Fredson","Eleonora",26,16,"2ID12B"
8895,"Stodyk","Flawiusz ",27,4,"1ID12B"
8896,"Gortel","Ludomil ",20,15,"2ID12A"
8897,"SteZecki","Falibor ",27,3,"1ID12A"
8898,"Pruszalkiewicz","Apollo",29,27,"3ID13A"
8899,"Krzystecko","Flora ",21,25,"3ID12A"
8900,"swiZynski","Czeslawa",27,4,"1ID12B"
8901,"Poddura","Bogumila",21,34,"4ID12B"
8902,"lylka","Ignacy ",25,22,"2ID15B"
8903,"Drynkmann","Sewera",20,26,"3ID12B"
8904,"Liwotow","Monika ",22,19,"2ID14A"
8905,"Offiara","Witoslawa",29,13,"2ID11A"
8906,"Chymmel","Mlciwoj ",26,12,"1ID16B"
8907,"Wstawski","Dolores ",22,32,"4ID11B"
8908,"Kumokowicz","Gaudencja ",21,11,"1ID16A"
8909,"Wujastyk","Michal",23,28,"3ID13B"
8910,"Stolc","Magnus ",22,21,"2ID15A"
8911,"Fejzer","Donata ",25,14,"2ID11B"
8912,"Wedrownik","Arnulf",28,27,"3ID13A"
8913,"Amelanska","Kajetan",26,2,"1ID11B"
8914,"Budzirzewska","Wlodzimir",22,17,"2ID13A"
8915,"Omiljanczuk","Cecylian",29,30,"3ID14B"
8916,"Szumlanski","Emanuel ",27,23,"3ID11A"
8917,"Chwiesien","Przemyslawa",22,24,"3ID11B"
8918,"Zymula","Brygida",25,36,"4ID13B"
8919,"Kosierb","Nadzieja ",21,15,"2ID12A"
8920,"Feifert","Ludomil ",21,10,"1ID15B"
8921,"Brymara","Korneliusz ",24,10,"1ID15B"
8922,"Iwonczak","Radmir",29,12,"1ID16B"
8923,"Miszkurka","Gracjana ",26,20,"2ID14B"
8924,"Mucinkowska","Dobroslawa ",22,8,"1ID14B"
8925,"Lebrun","Toska",26,22,"2ID15B"
8926,"Salzwedel","Odyseusz",25,21,"2ID15A"
8927,"Janiejko","Ksenia",20,20,"2ID14B"
8928,"Persil","Radmir",27,7,"1ID14A"
8929,"Kiszicki","Klement ",25,24,"3ID11B"
8930,"Memej","Ewa",25,25,"3ID12A"
8931,"Zarnowiecki","Cibora ",21,36,"4ID13B"
8932,"SchĂ¶pp","Ludomira ",27,28,"3ID13B"
8933,"Dowkontt","Leontyna ",25,24,"3ID11B"
8934,"Apatowicz","Lechoslawa ",26,12,"1ID16B"
8935,"Jermiola","Maur ",22,12,"1ID16B"
8936,"Odeska","Bazylisa",23,12,"1ID16B"
8937,"Bzikiewicz","Edwin",25,24,"3ID11B"
8938,"Rosenhof","Adelajda",20,26,"3ID12B"
8939,"BuZniak","Bolymir",22,36,"4ID13B"
8940,"Godisch","Namir ",29,21,"2ID15A"
8941,"Gierman","Klaudyna ",23,14,"2ID11B"
8942,"Georgopulos","Bronislaw ",21,20,"2ID14B"
8943,"Kucyl","Maksym ",23,13,"2ID11A"
8944,"Krzyszlowski","Jarema",23,28,"3ID13B"
8945,"Spitulski","Magda ",20,4,"1ID12B"
8946,"Pazunczyn","Albert",26,7,"1ID14A"
8947,"Drylanska","Felek",29,20,"2ID14B"
8948,"Pikierski","Liza ",21,33,"4ID12A"
8949,"Matracha","Fabrycy",20,25,"3ID12A"
8950,"Petlowana","Benita",22,20,"2ID14B"
8951,"Atamanik","Mikolaj ",27,13,"2ID11A"
8952,"Bonalski","Brodzislaw ",29,22,"2ID15B"
8953,"Nadachewicz","Aleksy",28,5,"1ID13A"
8954,"Beiler","Izaura ",22,21,"2ID15A"
8955,"Kolrud","Edmund ",20,16,"2ID12B"
8956,"Szczerczak","Konstanty ",20,18,"2ID13B"
8957,"Poleszczuk","Mateusz ",21,27,"3ID13A"
8958,"Jaiszczok","Faustyna ",20,8,"1ID14B"
8959,"Wengerek","Cieszymir ",20,13,"2ID11A"
8960,"Bielenczyk","Mlciwoj ",28,23,"3ID11A"
8961,"Plazik","Harald",22,12,"1ID16B"
8962,"Zydok","Olimpia",25,14,"2ID11B"
8963,"Boszat","Metody ",28,16,"2ID12B"
8964,"Kotarczyk","Slawomira",29,23,"3ID11A"
8965,"Patina","Jan",26,8,"1ID14B"
8966,"Wnendt","Druzjan ",28,23,"3ID11A"
8967,"Kusnider","Derwan",24,27,"3ID13A"
8968,"Stasilonis","Kordula ",24,19,"2ID14A"
8969,"Miechur","Leontyna ",26,23,"3ID11A"
8970,"Litrowicz","Grodzislaw ",20,33,"4ID12A"
8971,"Litwinczak","Marceli ",29,27,"3ID13A"
8972,"Amuszkiewicz","Emilia ",29,29,"3ID14A"
8973,"Podsudziak","Konradyn ",22,3,"1ID12A"
8974,"Klopotkowska","Ludgarda ",23,22,"2ID15B"
8975,"Szeinfeld","Charyzjusz",20,7,"1ID14A"
8976,"Domituz","Tymon",21,19,"2ID14A"
8977,"Dupka","Godzimir ",27,10,"1ID15B"
8978,"Wricz-Rekowski","Felicysym ",29,19,"2ID14A"
8979,"Rytusznik","Lolita ",22,36,"4ID13B"
8980,"Weldon","Zofia",28,36,"4ID13B"
8981,"Smolenko","Eliza",21,18,"2ID13B"
8982,"Strzebka","Ligia ",20,7,"1ID14A"
8983,"Bludak","Robert",25,6,"1ID13B"
8984,"Badiukiewicz","Marcjan ",24,27,"3ID13A"
8985,"Kaus","Bogumila",27,10,"1ID15B"
8986,"Gdik","Wladyslawa",21,33,"4ID12A"
8987,"Biecek","Emil",21,19,"2ID14A"
8988,"Repa","Artur",21,8,"1ID14B"
8989,"Dziurlaj","Eryka ",26,10,"1ID15B"
8990,"Gremplewski","Gabriela",26,2,"1ID11B"
8991,"Haraczka","Ryta",25,36,"4ID13B"
8992,"Piziarski","Iweta ",26,29,"3ID14A"
8993,"Kiklica","Stanislaw",23,32,"4ID11B"
8994,"Zwierski","Kalina",28,29,"3ID14A"
8995,"Jaszul","Zbigniewa",24,13,"2ID11A"
8996,"Chazur","Enniusz ",28,25,"3ID12A"
8997,"Gielwert","Wiwianna",27,30,"3ID14B"
8998,"Buldon","Renata",20,36,"4ID13B"
8999,"Botner","Jlzefat ",21,27,"3ID13A"
9000,"Macukiewicz","Dobroniega ",20,30,"3ID14B"
9001,"Fudzynski","Sewera",29,19,"2ID14A"
9002,"Gowlik","Borzyslawa ",21,24,"3ID11B"
9003,"Hirte","Pamela",28,32,"4ID11B"
9004,"Barakowski","Ismena ",24,35,"4ID13A"
9005,"Lanrentowska","Minigniew ",20,21,"2ID15A"
9006,"Citerman","Dalewuja",25,24,"3ID11B"
9007,"Tepczewska","Lidia ",21,25,"3ID12A"
9008,"Pletniewski","Wlodzimira",23,4,"1ID12B"
9009,"Rywaniak","Benedykta",25,33,"4ID12A"
9010,"Sambarska","Cezary",28,35,"4ID13A"
9011,"Mirzanowski","Mlcigniew ",27,35,"4ID13A"
9012,"Golta","Neonila ",27,13,"2ID11A"
9013,"Gorzelecki","Bartosz",25,3,"1ID12A"
9014,"KrolakvelKrol","Dalimir ",26,2,"1ID11B"
9015,"Mitrosz","Neonila ",27,27,"3ID13A"
